	homepage	id_article	ids_related_articles	name_tool	abstract	citations_per_year	relative_views	id	closets_neighbor_1	closets_neighbor_2	closets_neighbor_3	closets_neighbor_4	similarity_neighbor_1	similarity_neighbor_2	similarity_neighbor_3	similarity_neighbor_4	x	y	z	closest_neighbors	x_2d	y_2d
163	http://wavis.img.cas.cz	164	NULL	WAViS	Web Alignment Visualization Server contains a set of web-tools designed for quick generation of publication-quality color figures of multiple alignments of nucleotide or amino acids sequences. It can be used for identification of conserved regions and gaps within many sequences using only common web browsers. The server is accessible athttp://wavis.img.cas.cz.	0.0	4	91	1600	1599	663	962	0.23172828311	0.21150229636	0.210113597977	0.210088384385	-1.70756334585	2.55822006096	-1.67075361875	NULL	0.163813982569	2.62137886821
164	http://morenolab.whitehead.emory.edu/cgi-bin/confac/login.pl	165	NULL	CONFAC	The advent of DNA microarray technology and the sequencing of multiple vertebrate genomes has provided a unique opportunity for the integration of comparative genomics with high-throughput gene expression analysis. Here we describe the conserved transcription factor binding site (CONFAC) software that enables the high-throughput identification of conserved transcription factor binding sites (TFBSs) in the regulatory regions of hundreds of genes at a time (http://morenolab.whitehead.emory.edu/cgi-bin/confac/login.pl). The CONFAC software compares non-coding regulatory sequences between human and mouse genomes to enable identification of conserved TFBSs that are significantly enriched in promoters of gene clusters from microarray analyses compared to sets of unchanging control genes using a Mann–WhitneyU-test. Analysis of random gene sets demonstrated that using our approach, over 98% of TFBSs had false positive rates below 5%. As a proof-of-principle, we have validated the CONFAC software using gene sets from four separate microarray studies and identified TFBSs known to be functionally important for regulation of each of the four gene sets.	3.0	4	92	1151	424	1879	2012	0.260336262501	0.224653464257	0.221986767467	0.21086346033	-0.496363358222	-2.21342004984	-3.27313751185	NULL	-2.1464420983	3.15648546149
165	http://www.pathogenomics.ca/probelynx	166	NULL	ProbeLynx	As genome sequence data and gene prediction improve, probes developed for a given microarray experiment should be continuously re-evaluated for their specificity for given genes. ProbeLynx(www.pathogenomics.ca/probelynx) is a new web service which uses current genomic sequence information to re-examine microarray probe specificity and provide annotation updates relevant to determining which gene(s) and transcript(s) are associated with a given probe. Probe sequences (either oligonucleotide- or cDNA-based) are uploaded in FASTA format and the results returned as a tab-delimited flat file for insertion into a spreadsheet application or database management system for further analysis. ProbeLynx has been initially developed to focus on arrays derived from human, mouse, chicken and bovine genomes, but may be expanded to handle other genomic datasets. ProbeLynx offers microarray users the important ability to continuously assess the potential of a probe to cross-hybridize to paralogous genes and the suitability of a given probe to investigate a transcript of interest. By also including the latest gene function annotation information in the output, ProbeLynx provides the critical first step in updating microarray data annotation.	1.0	4	93	412	1	792	1051	0.331824652243	0.302896627855	0.270967001029	0.216213558959	-2.33491917965	2.21071979053	1.98928834014	NULL	-2.36381983366	1.53130875295
167	http://www.pathogenomics.ca/arraypipe	168	NULL	ArrayPipe	A number of microarray analysis software packages exist already; however, none combines the user-friendly features of a web-based interface with potential ability to analyse multiple arrays at once using flexible analysis steps. The ArrayPipe web server (freely available atwww.pathogenomics.ca/arraypipe) allows the automated application of complex analyses to microarray data which can range from single slides to large data sets including replicates and dye-swaps. It handles output from most commonly used quantification software packages for dual-labelled arrays. Application features range from quality assessment of slides through various data visualizations to multi-step analyses including normalization, detection of differentially expressed genes, andcomparison and highlighting of gene lists. A highly customizable action set-up facilitates unrestricted arrangement of functions, which can be stored as action profiles. A unique combination of web-based and command-line functionality enables comfortable configuration of processes that can be repeatedly applied to large data sets in high throughput. The output consists of reports formatted as standard web pages and tab-delimited lists of calculated values that can be inserted into other analysis programs. Additional features, such as web-based spreadsheet functionality, auto-parallelization and password protection make this a powerful tool in microarray research for individuals and large groups alike.	4.0	4	94	20	246	93	635	0.247035261438	0.216828541568	0.16425186647	0.163758614413	-1.77953918982	-0.24978373561	1.65307912749	NULL	-2.21705743726	-1.37413639545
168	http://bioinformatics.biol.uoa.gr/PRED-TMBB	169	NULL	PRED-TMBB	The β-barrel outer membrane proteins constitute one of the two known structural classes of membrane proteins. Whereas there are several different web-based predictors for α-helical membrane proteins, currently there is no freely available prediction method for β-barrel membrane proteins, at least with an acceptable level of accuracy. We present here a web server (PRED-TMBB,http://bioinformatics.biol.uoa.gr/PRED-TMBB) which is capable of predicting the transmembrane strands and the topology of β-barrel outer membrane proteins of Gram-negative bacteria. The method is based on a Hidden Markov Model, trained according to the Conditional Maximum Likelihood criterion. The model was retrained and the training set now includes 16 non-homologous outer membrane proteins with structures known at atomic resolution. The user may submit one sequence at a time and has the option of choosing between three different decoding methods. The server reports the predicted topology of a given protein, a score indicating the probability of the protein being an outer membrane β-barrel protein, posterior probabilities for the transmembrane strand prediction and a graphical representation of the assumed position of the transmembrane strands with respect to the lipid bilayer.	14.0	4	95	287	756	1093	1009	0.387565869153	0.358072380206	0.357546878043	0.347187371127	2.01657345956	2.87390443865	-2.44085220479	NULL	1.09126963899	2.20849703391
169	http://www.bioinfo.no/tools/bomp	170	NULL	BOMP	This work describes the development of a program that predicts whether or not a polypeptide sequence from a Gram-negative bacterium is an integral β-barrel outer membrane protein. The program, called the β-barrel Outer Membrane protein Predictor (BOMP), is based on two separate components to recognize integral β-barrel proteins. The first component is a C-terminal pattern typical of many integral β-barrel proteins. The second component calculates an integral β-barrel score of the sequence based on the extent to which the sequence contains stretches of amino acids typical of transmembrane β-strands. The precision of the predictions was found to be 80% with a recall of 88% when tested on the proteins with SwissProt annotated subcellular localization inEscherichia coliK 12 (788 sequences) andSalmonella typhimurium(366 sequences). When tested on the predicted proteome ofE.coli, BOMP found 103 of a total of 4346 polypeptide sequences to be possible integral β-barrel proteins. Of these, 36 were found by BLAST to lack similarity (E-value score < 1e−10) to proteins with annotated subcellular localization in SwissProt. BOMP predicted the content of integral β-barrels per predicted proteome of 10 different bacteria to range from 1.8 to 3%. BOMP is available athttp://www.bioinfo.no/tools/bomp.	8.0	4	96	95	756	287	503	0.334263973273	0.287619753896	0.212093938337	0.152491141662	2.04663744885	2.78879398642	-2.48753079788	NULL	1.2239286145	2.21319703384
170	http://bioinformatics.biol.uoa.gr/PRED-GPCR	171	NULL	PRED-GPCR	The vast cell-surface receptor family of G-protein coupled receptors (GPCRs) is the focus of both academic and pharmaceutical research due to their key role in cell physiology along with their amenability to drug intervention. As the data flow rate from the various genome and proteome projects continues to grow, so does the need for fast, automated and reliable screening for new members of the various GPCR families. PRED-GPCR is a free Internet service for GPCR recognition and classification at the family level. A submitted sequence or set of sequences, is queried against the PRED-GPCR library, housing 265 signature profile HMMs corresponding to 67 well-characterized GPCR families. Users query the server through a web interface and results are presented in HTML output format. The server returns all single-motif matches along with the combined results for the corresponding families. The service is available online since October 2003 athttp://bioinformatics.biol.uoa.gr/PRED-GPCR.	3.0	4	97	1892	1190	1410	467	0.410380401384	0.391282767875	0.299291713676	0.255237801664	-0.025757821785	4.3767856161	1.67644125996	NULL	-0.35074149045	-2.43125680726
171	http://www.predisi.de	172	NULL	PrediSi	We have developed PrediSi (Prediction of Signal peptides), a new tool for predicting signal peptide sequences and their cleavage positions in bacterial and eukaryotic amino acid sequences. In contrast to previous prediction tools, our new software is especially useful for the analysis of large datasets in real time with high accuracy. PrediSi allows the evaluation of whole proteome datasets, which are currently accumulating as a result of numerous genome projects and proteomics experiments. The method employed is based on a position weight matrix approach improved by a frequency correction which takes in to consideration the amino acid bias present in proteins. The software was trained using sequences extracted from the most recent version of the SwissProt database. PrediSi is accessible via a web interface. An extra Java package was designed for the integration of PrediSi into other software projects. The tool is freely available on the World Wide Web athttp://www.predisi.de.	13.0	4	98	1350	868	370	177	0.132359795154	0.12575941817	0.12246698808	0.116850886494	3.18176555	2.9500686289	-1.28031661302	NULL	3.35103367456	-0.590000284963
172	http://proline.bic.nus.edu.sg/sdpmod	173	NULL	SDPMOD	Small disulfide-bonded proteins (SDPs) are rich sources for therapeutic drugs. Designing drugs from these proteins requires three-dimensional structural information, which is only available for a subset of these proteins. SDPMOD addresses this deficit in structural information by providing a freely available automated comparative modeling service to the research community. For expert users, SDPMOD offers a manual mode that permits the selection of a desired template as well as a semi-automated mode that allows users to select the template from a suggested list. Besides the selection of templates, expert users can edit the target–template alignment, thus allowing further customization of the modeling process. Furthermore, the web service provides model stereochemical quality evaluation using PROCHECK. SDPMOD is freely accessible to academic users via the web interface athttp://proline.bic.nus.edu.sg/sdpmod.	1.0	4	99	187	231	1897	921	0.217245199863	0.178103214767	0.172525329163	0.165080233524	-0.812060271096	3.39637905975	-0.401120162514	NULL	-0.549564934073	1.12652094427
173	http://wwwmgs.bionet.nsc.ru/mgs/programs/recon/	174	NULL	RECON	The program RECON has been designed for constructing profiles of nucleosome potential, characterizing the probability of nucleosome formation along DNA sequences. The program used for recognition of nucleosome formation sites in genomic DNA sequences. It was developed using discriminant analysis based on a genetic algorithm method utilizing statistics for dinucleotide location within local regions of nucleosome formation sites. The program RECON is available athttp://wwwmgs.bionet.nsc.ru/mgs/programs/recon/.	2.0	4	100	233	857	110	78	0.244031688169	0.241694254339	0.167244251799	0.137781696372	-1.06678082485	0.136779654018	-3.05613019279	NULL	-2.05643384611	2.80220309524
176	http://www.ncbi.nlm.nih.gov/Structure/cdd/wrpsb.cgi	177	NULL	CD-Search	We describe the Conserved Domain Search service (CD-Search), a web-based tool for the detection of structural and functional domains in protein sequences. CD-Search uses BLAST® heuristics to provide a fast, interactive service, and searches a comprehensive collection of domain models. Search results are displayed as domain architecture cartoons and pairwise alignments between the query and domain-model consensus sequences. Search results may be visualized in further detail by embedding the query sequence into multiple alignment displays and by mapping onto three-dimensional molecular graphic displays of known structures within the domain family. CD-Search can be accessed athttp://www.ncbi.nlm.nih.gov/Structure/cdd/wrpsb.cgi.	39.0	4	101	1537	448	1696	684	0.395415504114	0.310348503912	0.310146870949	0.302670672006	2.30971664408	1.40042279214	-0.923383767703	NULL	1.63806318005	2.23199784546
177	http://www.cdfd.org.in/predictregulon/	178	NULL	PredictRegulon	An interactive web server is developed for predicting the potential binding sites and its target operons for a given regulatory protein in prokaryotic genomes. The program allows users to submit known or experimentally determined binding sites of a regulatory protein as ungapped multiple sequence alignments. It analyses the upstream regions of all genes in a user-selected prokaryote genome and returns the potential binding sites along with the downstream co-regulated genes (operons). The known binding sites of a regulatory protein can also be used to identify its orthologue binding sites in phylogeneticaly related genomes where thetrans-acting regulator protein and cognatecis-acting DNA sequences could be conserved. PredictRegulon can be freely accessed from a link on our world wide web server:http://www.cdfd.org.in/predictregulon/.	2.0	4	102	232	278	1908	17	0.386972777311	0.298521224137	0.247977928535	0.246260899348	-0.76002452005	-1.82885399082	-2.29141807332	NULL	-1.48450354523	2.83480045852
178	http://goblet.molgen.mpg.de	179	NULL	GOblet	GOblet is a comprehensive web server application providing the annotation of anonymous sequence data with Gene Ontology (GO) terms. It uses a variety of different protein databases (human, murines, invertebrates, plants, sp-trembl) and their respective GO mappings. The user selects the appropriate database and alignment threshold and thereafter submits single or multiple nucleotide or protein sequences. Results are shown in different ways, e.g. as survey statistics for the main GO categories for all sequences or as detailed results for each single sequence that has been submitted. In its newest version, GOblet allows the batch submission of sequences and provides an improved display of results with the aid of Java applets. All output data, together with the Java applet, are packed to a downloadable archive for local installation and analysis. GOblet can be accessed freely athttp://goblet.molgen.mpg.de.	3.0	4	103	130	690	270	636	0.151741284464	0.148850376031	0.137281741316	0.128455428371	-0.703168998788	-0.659001283925	2.21769432662	NULL	0.572398599627	-2.94022570606
180	http://bibiserv.TechFak.Uni-Bielefeld.DE/agenda/	181	NULL	AGenDA	Automatic gene prediction is one of the major challenges in computational sequence analysis. Traditional approaches to gene finding rely on statistical models derived from previously known genes. By contrast, a new class of comparative methods relies on comparing genomic sequences from evolutionary related organisms to each other. These methods are based on the concept of phylogenetic footprinting: they exploit the fact that functionally important regions in genomic sequences are usually more conserved than non-functional regions. We created a WWW-based software program for homology-based gene prediction at BiBiServ (Bielefeld Bioinformatics Server). Our tool takes pairs of evolutionary related genomic sequences as input data, e.g. from human and mouse. The server runs CHAOS and DIALIGN to create an alignment of the input sequences and subsequently searches for conserved splicing signals and start/stop codons near regions of local sequence conservation. Genes are predicted based on local homology information and splice signals. The server returns predicted genes together with a graphical representation of the underlying alignment. The program is available athttp://bibiserv.TechFak.Uni-Bielefeld.DE/agenda/.	0.0	4	104	419	105	254	230	0.283770989257	0.268305771333	0.231667245812	0.213350162479	-2.13811887573	1.14599526473	-0.83123122945	NULL	0.619829988402	1.81704773181
181	http://bibiserv.techfak.uni-bielefeld.de/e2g/	182	NULL	e2g	e2g is a web-based server which efficiently maps large expressed sequence tag (EST) and cDNA datasets to genomic DNA. It significantly extends the volume of data that can be mapped in reasonable time, and makes this improved efficiency available as a web service. Our server hosts large collections of EST sequences (e.g. 4.1 million mouse ESTs of 1.87 Gb) in precomputed indexed data structures for efficient sequence comparison. The user can upload a genomic DNA sequence of interest and rapidly compare this to the complete collection of ESTs on the server. This delivers a mapping of the ESTs on the genomic DNA. The e2g web interface provides a graphical overview of the mapping. Alignments of the mapped EST regions with parts of the genomic sequence are visualized. Zooming functions allow the user to interactively explore the results. Mapped sequences can be downloaded for further analysis. e2g is available on the Bielefeld University Bioinformatics Server athttp://bibiserv.techfak.uni-bielefeld.de/e2g/.	1.0	4	105	249	385	306	326	0.422794866912	0.384037382882	0.309588840451	0.301352074761	-0.960721856915	-0.743665075413	0.150488961722	NULL	1.45935467995	-0.836981518567
182	http://bioinfo2.ugr.es/IsoF/isofinder.html	183	NULL	IsoFinder	Isochores are long genome segments homogeneous in G+C. Here, we describe an algorithm (IsoFinder) running on the web (http://bioinfo2.ugr.es/IsoF/isofinder.html) able to predict isochores at the sequence level. We move a sliding pointer from left to right along the DNA sequence. At each position of the pointer, we compute the mean G+C values to the left and to the right of the pointer. We then determine the position of the pointer for which the difference between left and right mean values (as measured by thet-statistic) reaches its maximum. Next, we determine the statistical significance of this potential cutting point, after filtering out short-scale heterogeneities below 3 kb by applying a coarse-graining technique. Finally, the program checks whether this significance exceeds a probability threshold. If so, the sequence is cut at this point into two subsequences; otherwise, the sequence remains undivided. The procedure continues recursively for each of the two resulting subsequences created by each cut. This leads to the decomposition of a chromosome sequence into long homogeneous genome regions (LHGRs) with well-defined mean G+C contents, each significantly different from the G+C contents of the adjacent LHGRs. Most LHGRs can be identified with Bernardi's isochores, given their correlation with biological features such as gene density, SINE and LINE (short, long interspersed repetitive elements) densities, recombination rate or single nucleotide polymorphism variability. The resulting isochore maps are available at our web site (http://bioinfo2.ugr.es/isochores/), and also at the UCSC Genome Browser (http://genome.cse.ucsc.edu/).	4.0	4	106	2017	711	1080	1774	0.0998260243558	0.0849736239194	0.0847540880779	0.0844990692311	-4.42491517276	3.13733082491	0.797328447433	NULL	-4.44255158323	1.87483078403
183	http://ecrbrowser.dcode.org	184	NULL	ECR	With an increasing number of vertebrate genomes being sequenced in draft or finished form, unique opportunities for decoding the language of DNA sequence through comparative genome alignments have arisen. However, novel tools and strategies are required to accommodate this large volume of genomic information and to facilitate the transfer of predictions generated by comparative sequence alignment to researchers focused on experimental annotation of genome function. Here, we present the ECR Browser, a tool that provides easy and dynamic access to whole genome alignments of human, mouse, rat and fish sequences. This web-based tool (http://ecrbrowser.dcode.org) provides the starting point for discovery of novel genes, identification of distant gene regulatory elements and prediction of transcription factor binding sites. The genome alignment portal of the ECR Browser also permits fast and automated alignments of any user-submitted sequence to the genome of choice. The interconnection of the ECR Browser with other DNA sequence analysis tools creates a unique portal for studying and exploring vertebrate genomes.	19.0	4	107	711	663	109	244	0.247023391672	0.229122131332	0.213642915597	0.206202812587	-0.0783359484534	-1.09925112321	-0.0902074867493	NULL	0.886207354649	-0.551308980844
185	http://creme.dcode.org	186	NULL	CREME	The binding of transcription factors to specific regulatory sequence elements is a primary mechanism for controlling gene transcription. Eukaryotic genes are often regulated by several transcription factors whose binding sites are tightly clustered and formcis-regulatory modules. In this paper, we present a web server, CREME, for identifying and visualizingcis-regulatory modules in the promoter regions of a given set of potentially co-regulated genes. CREME relies on a database of putative transcription factor binding sites that have been annotated across the human genome using a library of position weight matrices and evolutionary conservation with the mouse and rat genomes. A search algorithm is applied to this data set to identify combinations of transcription factors whose binding sites tend to co-occur in close proximity in the promoter regions of the input gene set. The identifiedcis-regulatory modules are statistically scored and significant combinations are reported and graphically visualized. Our web server is available athttp://creme.dcode.org.	3.0	4	108	459	696	57	240	0.257228671601	0.256530765241	0.252779730267	0.247359417274	-0.947269052895	-2.16682182328	-3.02594599923	NULL	-2.11143502529	3.04247033133
186	http://rvista.dcode.org/	187	NULL	rVISTA	Identifying and characterizing the transcription factor binding site (TFBS) patterns ofcis-regulatory elements represents a challenge, but holds promise to reveal the regulatory language the genome uses to dictate transcriptional dynamics. Several studies have demonstrated that regulatory modules are under positive selection and, therefore, are often conserved between related species. Using this evolutionary principle, we have created a comparative tool, rVISTA, for analyzing the regulatory potential of noncoding sequences. Our ability to experimentally identify functional noncoding sequences is extremely limited, therefore, rVISTA attempts to fill this great gap in genomic analysis by offering a powerful approach for eliminating TFBSs least likely to be biologically relevant. The rVISTA tool combines TFBS predictions, sequence comparisons and cluster analysis to identify noncoding DNA regions that are evolutionarily conserved and present in a specific configuration within genomic sequences. Here, we present the newly developed version 2.0 of the rVISTA tool, which can process alignments generated by both the zPicture and blastz alignment programs or use pre-computed pairwise alignments of several vertebrate genomes available from the ECR Browser and GALA database. The rVISTA web server is closely interconnected with the TRANSFAC database, allowing users to either search for matrices present in the TRANSFAC library collection or search for user-defined consensus sequences. The rVISTA tool is publicly available athttp://rvista.dcode.org/.	19.0	4	109	107	850	108	1151	0.213642915597	0.174065183048	0.155575601876	0.152449094629	-0.27921385108	-2.13791607662	-3.50463523529	NULL	-1.88208973763	3.18238110839
187	http://wwwmgs.bionet.nsc.ru/mgs/programs/sitecon/	188	NULL	SITECON	The local DNA conformation in the region of transcription factor binding sites, determined by context, is one of the factors underlying the specificity of DNA–protein interactions. Analysis of the local conformation of a set of functional DNA sequences may allow for determination of the conservative conformational and physicochemical parameters reflecting molecular mechanisms of interaction. The web resource SITECON is designed to detect conservative conformational and physicochemical properties in transcription factor binding sites, contains a knowledge base of conservative properties for >100 high-quality sample sites and allows for recognition of potential transcription factor binding sites based on conservative properties from both the knowledge base and the results of analysis of a sample proposed by a user. The resource SITECON is available athttp://wwwmgs.bionet.nsc.ru/mgs/programs/sitecon/.	2.0	4	110	345	108	513	696	0.197316349049	0.1882616748	0.173648288393	0.171568831157	-0.89111628153	0.732742937944	-3.13000731395	NULL	-1.91528319859	2.76123216748
189	http://genes.mit.edu/burgelab/rescue-ese/	190	NULL	RESCUE-ESE	A typical gene contains two levels of information: a sequence that encodes a particular protein and a host of other signals that are necessary for the correct expression of the transcript. While much attention has been focused on the effects of sequence variation on the amino acid sequence, variations that disrupt gene processing signals can dramatically impact gene function. A variation that disrupts an exonic splicing enhancer (ESE), for example, could cause exon skipping which would result in the exclusion of an entire exon from the mRNA transcript. RESCUE-ESE, a computational approach used in conjunction with experimental validation, previously identified 238 candidate ESE hexamers in human genes. The RESCUE-ESE method has recently been implemented in three additional species: mouse, zebrafish and pufferfish. Here we describe an online ESE analysis tool (http://genes.mit.edu/burgelab/rescue-ese/) that annotates RESCUE-ESE hexamers in vertebrate exons and can be used to predict splicing phenotypes by identifying sequence changes that disrupt or alter predicted ESEs.	12.0	4	111	379	1571	254	2014	0.192472222257	0.192141370942	0.171009815085	0.164771499822	-1.31574773069	-0.434383460109	-1.82261973091	NULL	0.189237204894	0.825748582066
190	http://berry.engin.umich.edu/gene2oligo/	191	NULL	Gene2Oligo	There is substantial interest in implementing a bioinformatics tool that allows the design of oligonucleotides to support the development ofin vitrogene synthesis. Current protocols to make long synthetic DNA molecules rely on thein vitroassembly of a set of short oligonucleotides, either by ligase chain reaction (LCR) or by assembly PCR. Ideally, such oligonucleotides should represent both strands of the final DNA molecule. They should be adjacent on the same strand and overlap the complementary oligonucleotides from the second strand to ensure good hybridization during assembly. This implies that the thermodynamic properties of each oligonucleotide have to be consistent across the set. Furthermore, any given oligonucleotide has to be totally specific to its target to avoid the creation of incorrectly assembled sequences. We have developed Gene2Oligo (http://berry.engin.umich.edu/gene2oligo/), a web-based tool that divides a long input DNA sequence into a set of adjacent oligonucleotides representing both DNA strands. The length of the oligonucleotides is dynamically optimized to ensure both the specificity and the uniform melting temperatures necessary forin vitrogene synthesis. We have successfully designed and used a set of oligonucleotides to synthesize theSaccharomyces cerevisiaecytochrome b5 by using both LCR and assembly PCR.	4.0	4	112	31	1455	455	965	0.390348059662	0.256382496458	0.194832916286	0.191196666884	-2.24163480174	2.03021078146	1.91243352643	NULL	-2.31225687656	1.72590783915
192	http://tagc.univ-mrs.fr/erpin/	193	NULL	ERPIN	ERPIN is an RNA motif identification program that takes an RNA sequence alignment as an input and identifies related sequences using a profile-based dynamic programming algorithm. ERPIN differs from other RNA motif search programs in its ability to capture subtle biases in the training set and produce highly specific and sensitive searches, while keeping CPU requirements at a practical level. In its latest version, ERPIN also computesE-values, which tell biologists how likely they are to encounter a specific sequence match by chance—a useful indication of biological significance. We present here the ERPIN online search interface (http://tagc.univ-mrs.fr/erpin/). This web server automatically performs ERPIN searches for different RNA genes or motifs, using predefined training sets and search parameters. With a couple of clicks, users can analyze an entire bacterial genome or a genomic segment of up to 5Mb for the presence of tRNAs, 5S rRNAs, SRP RNA, C/D box snoRNAs, hammerhead motifs, miRNAs and other motifs. Search results are displayed with sequence, score, position,E-value and secondary structure graphics. An example of a complete genome scan is provided, as well as an evaluation of run times and specificity/sensitivity information for all available motifs.	2.0	4	113	775	1022	1713	1209	0.227840920259	0.20836341325	0.206210979979	0.204626328913	0.256259378333	0.0602772897281	-3.96738394067	NULL	-0.732229014546	3.66343366696
193	http://bioinfo.lifl.fr/carnac	194	NULL	CARNAC	We present a tool for the prediction of conserved secondary structure elements of a family of homologous non-coding RNAs. Our method does not require any prior multiple sequence alignment. Thus, it successfully applies to datasets with low primary structure similarity. The functionality is demonstrated using three example datasets: sequences of RNase P RNAs, ciliate telomerases and enterovirus messenger RNAs. CARNAC has a web server that can be accessed at the URLhttp://bioinfo.lifl.fr/carnac.	2.0	4	114	658	1270	576	1055	0.253951579872	0.237266555976	0.219146728894	0.206126053	-2.4122233212	2.50983967855	-0.234557813633	NULL	-2.03335833225	-2.53715809922
195	http://rnalogo.mbc.nctu.edu.tw/	196	NULL	RNALogo	Regulatory RNAs play essential roles in many essential biological processes, ranging from gene regulation to protein synthesis. This work presents a web-based tool, RNALogo, to create a new graphical representation of the patterns in a multiple RNA sequence alignment with a consensus structure. The RNALogo graph can indicate significant features within an RNA sequence alignment and its consensus RNA secondary structure. RNALogo extends Sequence logos, and specifically incorporates RNA secondary structures and mutual information of base-paired regions into the graphical representation. Each RNALogo graph is composed of stacks of letters, with one stack for each position in the consensus RNA secondary structure. RNALogo provides a convenient and high configurable logo generator. An RNALogo graph is generated for each RNA family in Rfam, and these generated logos are accumulated into a gallery of RNALogo. Users can search or browse RNALogo graphs in this gallery to receive additional perspectives of known RNA families. RNALogo is now available at:http://rnalogo.mbc.nctu.edu.tw/.	0.0	4	115	658	1331	1332	516	0.214806298081	0.210304520042	0.187361829289	0.178919928878	-2.46266282897	2.59372954687	-0.346556152731	NULL	-2.07572171258	-2.52700804261
196	http://www.manet.uiuc.edu/nobai/nobai.php	197	NULL	NOBAI	The Numeration of Objects in Biology: Alignment Inferences (NOBAI) web server provides a web interface to the applications in the NOBAI software package. This software codes topological and thermodynamic information related to the secondary structure of RNA molecules as multi-state phylogenetic characters, builds character matrices directly in NEXUS format and provides sequence randomization options. The web server is an effective tool that facilitates the search for evolutionary history embedded in the structure of functional RNA molecules. The NOBAI web server is accessible at ‘http://www.manet.uiuc.edu/nobai/nobai.php’. This web site is free and open to all users and there is no login requirement.	1.0	4	116	658	1084	1212	1270	0.180102922806	0.140794307714	0.139988720667	0.136769588027	-2.79555893197	2.88839679294	-0.0713026654088	NULL	-2.08371293766	-2.574878706
197	http://genome.ku.dk/resources/war	198	NULL	WAR	We present an easy-to-use webserver that makes it possible to simultaneously use a number of state of the art methods for performing multiple alignment and secondary structure prediction for noncoding RNA sequences. This makes it possible to use the programs without having to download the code and get the programs to run. The results of all the programs are presented on a webpage and can easily be downloaded for further analysis. Additional measures are calculated for each program to make it easier to judge the individual predictions, and a consensus prediction taking all the programs into account is also calculated. This website is free and open to all users and there is no login requirement. The webserver can be found at:http://genome.ku.dk/resources/war.	2.0	4	117	23	439	1725	1084	0.211389338521	0.171061451631	0.156231354147	0.155150415576	-1.46452757809	1.68556369714	-0.779418698623	NULL	-0.0787535399239	0.673945389036
198	http://bioinformatics.charite.de/superpred	199	NULL	SuperPred	The drug classification scheme of the World Health Organization (WHO) [Anatomical Therapeutic Chemical (ATC)-code] connects chemical classification and therapeutic approach. It is generally accepted that compounds with similar physicochemical properties exhibit similar biological activity. If this hypothesis holds true for drugs, then the ATC-code, the putative medical indication area and potentially the medical target should be predictable on the basis of structural similarity. We have validated that the prediction of the drug class is reliable for WHO-classified drugs. The reliability of the predicted medical effects of the compounds increases with a rising number of (physico-) chemical properties similar to a drug with known function. The web-server translates a user-defined molecule into a structural fingerprint that is compared to about 6300 drugs, which are enriched by 7300 links to molecular targets of the drugs, derived through text mining followed by manual curation. Links to the affected pathways are provided. The similarity to the medical compounds is expressed by the Tanimoto coefficient that gives the structural similarity of two compounds. A similarity score higher than 0.85 results in correct ATC prediction for 81% of all cases. As the biological effect is well predictable, if the structural similarity is sufficient, the web-server allows prognoses about the medical indication area of novel compounds and to find new leads for known targets.Availability: the system is freely accessible athttp://bioinformatics.charite.de/superpred. SuperPred can be obtained via a Creative Commons Attribution Noncommercial-Share Alike 3.0 License.	5.0	4	118	1035	771	1880	238	0.347175853312	0.308302389019	0.276765767106	0.266512061962	-0.780612480839	1.3883996247	3.43322594844	NULL	1.02571212968	-3.57340089319
199	http://www.cbs.dtu.dk/services/NetMHC	200	NULL	NetMHC-3.0	NetMHC-3.0 is trained on a large number of quantitative peptide data using both affinity data from the Immune Epitope Database and Analysis Resource (IEDB) and elution data from SYFPEITHI. The method generates high-accuracy predictions of major histocompatibility complex (MHC): peptide binding. The predictions are based on artificial neural networks trained on data from 55 MHC alleles (43 Human and 12 non-human), and position-specific scoring matrices (PSSMs) for additional 67 HLA alleles. As only the MHC class I prediction server is available, predictions are possible for peptides of length 8–11 for all 122 alleles. artificial neural network predictions are given as actual IC50values whereas PSSM predictions are given as a log-odds likelihood scores. The output is optionally available as download for easy post-processing. The training method underlying the server is the best available, and has been used to predict possible MHC-binding peptides in a series of pathogen viral proteomes including SARS, Influenza and HIV, resulting in an average of 75–80% confirmed MHC binders. Here, the performance is further validated and benchmarked using a large set of newly published affinity data, non-redundant to the training set. The server is free of use and available at:http://www.cbs.dtu.dk/services/NetMHC.	0.0	4	119	1753	1901	641	766	0.293728063885	0.269400368833	0.252954790474	0.224270870652	3.12675913887	2.74228151761	-0.681351038652	NULL	3.08563050541	0.0866525100756
